"","X.1","X","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minute"
"934","934","934","Golden State Warriors","3/14/17","2016",3,2,47,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Philadelphia 76ers",55,129,"Klay Thompson",34
"935","935","935","Golden State Warriors","3/14/17","2016",1,7,0,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Philadelphia 76ers",-241,23,"Klay Thompson",5
"936","936","936","Golden State Warriors","3/14/17","2016",3,3,21,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Philadelphia 76ers",151,214,"Klay Thompson",33
"937","937","937","Golden State Warriors","11/7/16","2016",3,6,22,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"New Orleans Pelicans",94,170,"Klay Thompson",30
"938","938","938","Golden State Warriors","11/7/16","2016",2,0,6,"shot_yes","Pullup Jump shot","2PT Field Goal",17,"New Orleans Pelicans",125,121,"Klay Thompson",24
"939","939","939","Golden State Warriors","3/14/17","2016",2,6,46,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Philadelphia 76ers",-205,156,"Klay Thompson",18
"940","940","940","Golden State Warriors","3/5/17","2016",1,9,32,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"New York Knicks",176,164,"Klay Thompson",3
"941","941","941","Golden State Warriors","4/4/17","2016",2,10,12,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Minnesota Timberwolves",-156,62,"Klay Thompson",14
"942","942","942","Golden State Warriors","12/28/16","2016",1,8,20,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Toronto Raptors",-197,193,"Klay Thompson",4
"943","943","943","Golden State Warriors","4/4/17","2016",2,4,2,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Minnesota Timberwolves",-230,18,"Klay Thompson",20
"944","944","944","Golden State Warriors","4/4/17","2016",1,10,42,"shot_no","Pullup Jump shot","2PT Field Goal",16,"Minnesota Timberwolves",-34,159,"Klay Thompson",2
"945","945","945","Golden State Warriors","11/21/16","2016",2,5,13,"shot_no","Pullup Jump shot","3PT Field Goal",29,"Indiana Pacers",186,223,"Klay Thompson",19
"946","946","946","Golden State Warriors","12/28/16","2016",1,9,44,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Toronto Raptors",96,257,"Klay Thompson",3
"947","947","947","Golden State Warriors","4/4/17","2016",4,11,32,"shot_no","Pullup Jump shot","3PT Field Goal",32,"Minnesota Timberwolves",153,282,"Klay Thompson",37
"948","948","948","Golden State Warriors","4/4/17","2016",2,1,42,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Minnesota Timberwolves",-233,23,"Klay Thompson",23
"949","949","949","Golden State Warriors","4/4/17","2016",3,5,56,"shot_yes","Pullup Jump shot","2PT Field Goal",21,"Minnesota Timberwolves",171,131,"Klay Thompson",31
"950","950","950","Golden State Warriors","12/15/16","2016",2,3,55,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"New York Knicks",-233,7,"Klay Thompson",21
"951","951","951","Golden State Warriors","3/24/17","2016",3,9,7,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Sacramento Kings",228,47,"Klay Thompson",27
"952","952","952","Golden State Warriors","11/13/16","2016",3,6,30,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",235,7,"Klay Thompson",30
"953","953","953","Golden State Warriors","11/13/16","2016",4,6,56,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Phoenix Suns",132,267,"Klay Thompson",42
"954","954","954","Golden State Warriors","11/13/16","2016",4,3,13,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",235,41,"Klay Thompson",45
"955","955","955","Golden State Warriors","11/7/16","2016",2,6,25,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"New Orleans Pelicans",140,134,"Klay Thompson",18
"956","956","956","Golden State Warriors","11/13/16","2016",3,9,14,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Phoenix Suns",101,151,"Klay Thompson",27
"957","957","957","Golden State Warriors","11/13/16","2016",3,8,35,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",238,2,"Klay Thompson",28
"958","958","958","Golden State Warriors","3/31/17","2016",3,7,40,"shot_no","Pullup Jump shot","2PT Field Goal",15,"Houston Rockets",-55,149,"Klay Thompson",29
"959","959","959","Golden State Warriors","10/30/16","2016",1,5,41,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Phoenix Suns",123,159,"Klay Thompson",7
"960","960","960","Golden State Warriors","11/13/16","2016",3,9,50,"shot_no","Pullup Jump shot","2PT Field Goal",16,"Phoenix Suns",25,159,"Klay Thompson",27
"961","961","961","Golden State Warriors","10/30/16","2016",1,0,47,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",-217,160,"Klay Thompson",12
"962","962","962","Golden State Warriors","11/18/16","2016",3,10,0,"shot_yes","Pullup Jump shot","2PT Field Goal",8,"Boston Celtics",25,80,"Klay Thompson",26
"963","963","963","Golden State Warriors","11/26/16","2016",3,3,37,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Minnesota Timberwolves",-153,200,"Klay Thompson",33
"964","964","964","Golden State Warriors","12/7/16","2016",1,4,35,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Los Angeles Clippers",-140,232,"Klay Thompson",8
"965","965","965","Golden State Warriors","1/29/17","2016",1,11,25,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",-71,234,"Klay Thompson",1
"966","966","966","Golden State Warriors","12/7/16","2016",4,8,48,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Los Angeles Clippers",-142,136,"Klay Thompson",40
"967","967","967","Golden State Warriors","11/23/16","2016",2,10,8,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Lakers",-215,159,"Klay Thompson",14
"968","968","968","Golden State Warriors","11/18/16","2016",1,5,54,"shot_yes","Pullup Jump shot","2PT Field Goal",13,"Boston Celtics",82,111,"Klay Thompson",7
"969","969","969","Golden State Warriors","11/26/16","2016",1,6,39,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Minnesota Timberwolves",-202,154,"Klay Thompson",6
"970","970","970","Golden State Warriors","12/7/16","2016",2,10,14,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Los Angeles Clippers",-156,100,"Klay Thompson",14
"971","971","971","Golden State Warriors","11/23/16","2016",1,8,3,"shot_yes","Pullup Jump shot","2PT Field Goal",15,"Los Angeles Lakers",-153,11,"Klay Thompson",4
"972","972","972","Golden State Warriors","1/2/17","2016",3,9,39,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",-4,252,"Klay Thompson",27
"973","973","973","Golden State Warriors","10/25/16","2016",2,11,45,"shot_no","Pullup Jump shot","2PT Field Goal",16,"San Antonio Spurs",-166,2,"Klay Thompson",13
"974","974","974","Golden State Warriors","10/25/16","2016",3,7,47,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"San Antonio Spurs",91,229,"Klay Thompson",29
"975","975","975","Golden State Warriors","10/25/16","2016",1,7,26,"shot_no","Pullup Jump shot","3PT Field Goal",25,"San Antonio Spurs",-19,252,"Klay Thompson",5
"976","976","976","Golden State Warriors","1/2/17","2016",2,6,47,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",187,170,"Klay Thompson",18
"977","977","977","Golden State Warriors","12/22/16","2016",3,1,15,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Brooklyn Nets",79,234,"Klay Thompson",35
"978","978","978","Golden State Warriors","1/2/17","2016",2,6,3,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",79,242,"Klay Thompson",18
"979","979","979","Golden State Warriors","12/5/16","2016",3,3,29,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Indiana Pacers",-104,247,"Klay Thompson",33
"980","980","980","Golden State Warriors","12/5/16","2016",2,0,28,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Indiana Pacers",-91,252,"Klay Thompson",24
"981","981","981","Golden State Warriors","11/23/16","2016",1,10,46,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Los Angeles Lakers",155,95,"Klay Thompson",2
"982","982","982","Golden State Warriors","12/5/16","2016",3,4,37,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Indiana Pacers",-235,11,"Klay Thompson",32
"983","983","983","Golden State Warriors","11/23/16","2016",1,8,46,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Los Angeles Lakers",-219,129,"Klay Thompson",4
"984","984","984","Golden State Warriors","3/26/17","2016",2,0,48,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Memphis Grizzlies",230,51,"Klay Thompson",24
"985","985","985","Golden State Warriors","11/25/16","2016",3,4,43,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Los Angeles Lakers",-124,187,"Klay Thompson",32
"986","986","986","Golden State Warriors","12/5/16","2016",2,6,55,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Indiana Pacers",-112,228,"Klay Thompson",18
"987","987","987","Golden State Warriors","3/26/17","2016",3,8,34,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",158,218,"Klay Thompson",28
"988","988","988","Golden State Warriors","12/5/16","2016",3,2,28,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Indiana Pacers",233,13,"Klay Thompson",34
"989","989","989","Golden State Warriors","12/5/16","2016",2,6,33,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Indiana Pacers",82,254,"Klay Thompson",18
"990","990","990","Golden State Warriors","1/2/17","2016",1,9,10,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Denver Nuggets",146,149,"Klay Thompson",3
"991","991","991","Golden State Warriors","3/26/17","2016",3,9,7,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Memphis Grizzlies",114,257,"Klay Thompson",27
"992","992","992","Golden State Warriors","1/2/17","2016",1,7,52,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Denver Nuggets",-179,219,"Klay Thompson",5
"993","993","993","Golden State Warriors","12/5/16","2016",1,5,33,"shot_yes","Pullup Jump shot","2PT Field Goal",17,"Indiana Pacers",14,178,"Klay Thompson",7
"994","994","994","Golden State Warriors","3/26/17","2016",4,0,30,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Memphis Grizzlies",105,257,"Klay Thompson",48
"995","995","995","Golden State Warriors","1/2/17","2016",1,5,39,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Denver Nuggets",232,67,"Klay Thompson",7
"996","996","996","Golden State Warriors","11/1/16","2016",3,10,55,"shot_yes","Pullup Jump shot","2PT Field Goal",15,"Portland Trail Blazers",-65,141,"Klay Thompson",26
"997","997","997","Golden State Warriors","3/18/17","2016",3,10,43,"shot_no","Pullup Jump shot","2PT Field Goal",17,"Milwaukee Bucks",-1,175,"Klay Thompson",26
"998","998","998","Golden State Warriors","3/6/17","2016",3,11,4,"shot_yes","Pullup Jump shot","2PT Field Goal",12,"Atlanta Hawks",15,120,"Klay Thompson",25
"999","999","999","Golden State Warriors","3/26/17","2016",4,10,0,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",202,170,"Klay Thompson",38
"1000","1000","1000","Golden State Warriors","11/26/16","2016",3,5,6,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Minnesota Timberwolves",195,178,"Klay Thompson",31
"1001","1001","1001","Golden State Warriors","12/3/16","2016",2,2,39,"shot_no","Pullup Jump shot","2PT Field Goal",16,"Phoenix Suns",-114,115,"Klay Thompson",22
"1002","1002","1002","Golden State Warriors","11/1/16","2016",1,5,45,"shot_yes","Pullup Jump shot","2PT Field Goal",21,"Portland Trail Blazers",205,46,"Klay Thompson",7
"1003","1003","1003","Golden State Warriors","11/1/16","2016",4,5,46,"shot_yes","Pullup Jump shot","2PT Field Goal",11,"Portland Trail Blazers",104,36,"Klay Thompson",43
"1004","1004","1004","Golden State Warriors","12/3/16","2016",1,6,24,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Phoenix Suns",233,70,"Klay Thompson",6
"1005","1005","1005","Golden State Warriors","12/15/16","2016",1,8,54,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"New York Knicks",158,200,"Klay Thompson",4
"1006","1006","1006","Golden State Warriors","3/26/17","2016",2,11,1,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",-99,242,"Klay Thompson",13
"1007","1007","1007","Golden State Warriors","3/6/17","2016",4,8,51,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Atlanta Hawks",48,188,"Klay Thompson",40
"1008","1008","1008","Golden State Warriors","2/25/17","2016",3,4,24,"shot_yes","Pullup Jump shot","2PT Field Goal",13,"Brooklyn Nets",51,121,"Klay Thompson",32
"1009","1009","1009","Golden State Warriors","1/8/17","2016",2,5,6,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Sacramento Kings",58,185,"Klay Thompson",19
"1010","1010","1010","Golden State Warriors","2/11/17","2016",3,8,57,"shot_no","Pullup Jump shot","2PT Field Goal",15,"Oklahoma City Thunder",-104,110,"Klay Thompson",28
"1011","1011","1011","Golden State Warriors","3/26/17","2016",2,10,21,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Memphis Grizzlies",145,124,"Klay Thompson",14
"1012","1012","1012","Golden State Warriors","2/25/17","2016",3,9,1,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Brooklyn Nets",-179,195,"Klay Thompson",27
"1013","1013","1013","Golden State Warriors","2/15/17","2016",1,7,12,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Sacramento Kings",40,244,"Klay Thompson",5
"1014","1014","1014","Golden State Warriors","11/4/16","2016",1,5,37,"shot_no","Pullup Jump shot","2PT Field Goal",17,"Los Angeles Lakers",27,174,"Klay Thompson",7
"1015","1015","1015","Golden State Warriors","12/30/16","2016",4,4,9,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",-183,188,"Klay Thompson",44
"1016","1016","1016","Golden State Warriors","12/30/16","2016",1,11,14,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Dallas Mavericks",-63,129,"Klay Thompson",1
"1017","1017","1017","Golden State Warriors","11/28/16","2016",4,8,2,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",173,188,"Klay Thompson",40
"1018","1018","1018","Golden State Warriors","12/30/16","2016",3,10,37,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Dallas Mavericks",204,139,"Klay Thompson",26
"1019","1019","1019","Golden State Warriors","12/30/16","2016",3,9,20,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",184,188,"Klay Thompson",27
"1020","1020","1020","Golden State Warriors","12/30/16","2016",3,6,44,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Dallas Mavericks",60,129,"Klay Thompson",30
"1021","1021","1021","Golden State Warriors","3/18/17","2016",4,11,14,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Milwaukee Bucks",1,228,"Klay Thompson",37
"1022","1022","1022","Golden State Warriors","12/30/16","2016",2,2,46,"shot_yes","Pullup Jump shot","2PT Field Goal",17,"Dallas Mavericks",107,139,"Klay Thompson",22
"1023","1023","1023","Golden State Warriors","12/30/16","2016",2,0,30,"shot_no","Pullup Jump shot","2PT Field Goal",16,"Dallas Mavericks",-129,110,"Klay Thompson",24
"1024","1024","1024","Golden State Warriors","2/27/17","2016",2,10,4,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Philadelphia 76ers",9,183,"Klay Thompson",14
"1025","1025","1025","Golden State Warriors","12/8/16","2016",2,5,54,"shot_no","Pullup Jump shot","2PT Field Goal",16,"Utah Jazz",-73,149,"Klay Thompson",19
"1026","1026","1026","Golden State Warriors","2/11/17","2016",4,7,46,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Oklahoma City Thunder",-169,65,"Klay Thompson",41
"1027","1027","1027","Golden State Warriors","1/20/17","2016",2,9,12,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",171,174,"Klay Thompson",15
"1028","1028","1028","Golden State Warriors","12/1/16","2016",1,1,40,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Houston Rockets",-32,252,"Klay Thompson",11
"1029","1029","1029","Golden State Warriors","3/26/17","2016",1,4,28,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Memphis Grizzlies",-166,159,"Klay Thompson",8
"1030","1030","1030","Golden State Warriors","2/15/17","2016",3,5,47,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Sacramento Kings",230,41,"Klay Thompson",31
"1031","1031","1031","Golden State Warriors","12/1/16","2016",3,3,26,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Houston Rockets",9,193,"Klay Thompson",33
"1032","1032","1032","Golden State Warriors","12/17/16","2016",3,9,26,"shot_no","Pullup Jump shot","2PT Field Goal",14,"Portland Trail Blazers",-99,110,"Klay Thompson",27
"1033","1033","1033","Golden State Warriors","3/18/17","2016",4,9,19,"shot_yes","Pullup Jump shot","3PT Field Goal",31,"Milwaukee Bucks",171,262,"Klay Thompson",39
"1034","1034","1034","Golden State Warriors","12/8/16","2016",1,10,12,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Utah Jazz",-55,154,"Klay Thompson",2
"1035","1035","1035","Golden State Warriors","12/8/16","2016",3,7,3,"shot_no","Pullup Jump shot","2PT Field Goal",14,"Utah Jazz",84,124,"Klay Thompson",29
"1036","1036","1036","Golden State Warriors","3/6/17","2016",3,5,39,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Atlanta Hawks",-56,151,"Klay Thompson",31
"1037","1037","1037","Golden State Warriors","3/29/17","2016",4,8,37,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"San Antonio Spurs",164,-5,"Klay Thompson",40
"1038","1038","1038","Golden State Warriors","2/23/17","2016",3,4,48,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Los Angeles Clippers",97,170,"Klay Thompson",32
"1039","1039","1039","Golden State Warriors","2/1/17","2016",2,8,54,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Charlotte Hornets",-192,169,"Klay Thompson",16
"1040","1040","1040","Golden State Warriors","2/23/17","2016",3,5,54,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Clippers",179,193,"Klay Thompson",31
"1041","1041","1041","Golden State Warriors","2/1/17","2016",1,6,11,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Charlotte Hornets",99,134,"Klay Thompson",6
"1042","1042","1042","Golden State Warriors","3/16/17","2016",1,5,55,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Orlando Magic",137,234,"Klay Thompson",7
"1043","1043","1043","Golden State Warriors","2/8/17","2016",4,6,5,"shot_yes","Pullup Jump shot","2PT Field Goal",12,"Chicago Bulls",43,121,"Klay Thompson",42
"1044","1044","1044","Golden State Warriors","3/18/17","2016",4,4,41,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Milwaukee Bucks",-232,70,"Klay Thompson",44
"1045","1045","1045","Golden State Warriors","11/28/16","2016",1,5,2,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",91,244,"Klay Thompson",7
"1046","1046","1046","Golden State Warriors","3/16/17","2016",1,3,7,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Orlando Magic",-169,208,"Klay Thompson",9
"1047","1047","1047","Golden State Warriors","2/8/17","2016",1,4,37,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",135,228,"Klay Thompson",8
"1048","1048","1048","Golden State Warriors","3/18/17","2016",2,11,9,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Milwaukee Bucks",78,264,"Klay Thompson",13
"1049","1049","1049","Golden State Warriors","2/8/17","2016",4,10,4,"shot_yes","Pullup Jump shot","2PT Field Goal",17,"Chicago Bulls",68,159,"Klay Thompson",38
"1050","1050","1050","Golden State Warriors","3/24/17","2016",2,10,41,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Sacramento Kings",236,7,"Klay Thompson",14
"1051","1051","1051","Golden State Warriors","12/23/16","2016",4,0,53,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Detroit Pistons",151,70,"Klay Thompson",48
"1052","1052","1052","Golden State Warriors","2/8/17","2016",3,5,48,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Chicago Bulls",-197,208,"Klay Thompson",31
"1053","1053","1053","Golden State Warriors","2/8/17","2016",2,0,45,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",197,170,"Klay Thompson",24
"1054","1054","1054","Golden State Warriors","11/3/16","2016",3,3,52,"shot_no","Pullup Jump shot","3PT Field Goal",27,"Oklahoma City Thunder",161,224,"Klay Thompson",33
"1055","1055","1055","Golden State Warriors","2/23/17","2016",4,7,19,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Los Angeles Clippers",-194,46,"Klay Thompson",41
"1056","1056","1056","Golden State Warriors","11/9/16","2016",1,3,22,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Dallas Mavericks",-79,277,"Klay Thompson",9
"1057","1057","1057","Golden State Warriors","3/16/17","2016",1,4,49,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Orlando Magic",99,237,"Klay Thompson",8
"1058","1058","1058","Golden State Warriors","11/9/16","2016",1,4,41,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",35,267,"Klay Thompson",8
"1059","1059","1059","Golden State Warriors","11/9/16","2016",1,5,23,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Dallas Mavericks",236,8,"Klay Thompson",7
"1060","1060","1060","Golden State Warriors","11/3/16","2016",2,9,5,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",-238,2,"Klay Thompson",15
"1061","1061","1061","Golden State Warriors","11/26/16","2016",4,2,27,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Minnesota Timberwolves",223,110,"Klay Thompson",46
"1062","1062","1062","Golden State Warriors","12/20/16","2016",4,10,41,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Utah Jazz",-163,13,"Klay Thompson",38
"1063","1063","1063","Golden State Warriors","11/28/16","2016",3,5,0,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Atlanta Hawks",61,174,"Klay Thompson",31
"1064","1064","1064","Golden State Warriors","3/24/17","2016",1,7,16,"shot_no","Pullup Jump shot","3PT Field Goal",27,"Sacramento Kings",187,195,"Klay Thompson",5
"1065","1065","1065","Golden State Warriors","12/20/16","2016",2,6,5,"shot_yes","Pullup Jump shot","2PT Field Goal",15,"Utah Jazz",110,110,"Klay Thompson",18
"1066","1066","1066","Golden State Warriors","12/20/16","2016",2,3,57,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Utah Jazz",184,170,"Klay Thompson",21
"1067","1067","1067","Golden State Warriors","12/7/16","2016",4,3,28,"shot_yes","Pullup Jump shot","2PT Field Goal",7,"Los Angeles Clippers",-6,70,"Klay Thompson",45
"1068","1068","1068","Golden State Warriors","3/24/17","2016",2,8,34,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Sacramento Kings",140,131,"Klay Thompson",16
"1069","1069","1069","Golden State Warriors","12/28/16","2016",4,10,36,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Toronto Raptors",102,160,"Klay Thompson",38
"1070","1070","1070","Golden State Warriors","10/28/16","2016",1,0,2,"shot_yes","Pullup Jump shot","2PT Field Goal",3,"New Orleans Pelicans",37,8,"Klay Thompson",12
"1071","1071","1071","Golden State Warriors","12/28/16","2016",3,9,55,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",64,254,"Klay Thompson",27
"1072","1072","1072","Golden State Warriors","11/28/16","2016",4,7,29,"shot_yes","Putback Layup Shot","2PT Field Goal",0,"Atlanta Hawks",4,7,"Klay Thompson",41
"1073","1073","1073","Golden State Warriors","11/28/16","2016",2,1,45,"shot_yes","Putback Layup Shot","2PT Field Goal",1,"Atlanta Hawks",-1,18,"Klay Thompson",23
"1074","1074","1074","Golden State Warriors","3/20/17","2016",1,9,57,"shot_no","Reverse Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-7,2,"Klay Thompson",3
"1075","1075","1075","Golden State Warriors","11/21/16","2016",2,3,19,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Indiana Pacers",-12,7,"Klay Thompson",21
"1076","1076","1076","Golden State Warriors","11/19/16","2016",1,4,40,"shot_yes","Reverse Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-1,-1,"Klay Thompson",8
"1077","1077","1077","Golden State Warriors","11/13/16","2016",3,10,20,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Phoenix Suns",-12,13,"Klay Thompson",26
"1078","1078","1078","Golden State Warriors","1/29/17","2016",4,8,56,"shot_no","Reverse Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",24,3,"Klay Thompson",40
"1079","1079","1079","Golden State Warriors","12/11/16","2016",2,10,51,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",9,7,"Klay Thompson",14
"1080","1080","1080","Golden State Warriors","12/10/16","2016",1,8,44,"shot_no","Reverse Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",22,2,"Klay Thompson",4
"1081","1081","1081","Golden State Warriors","11/25/16","2016",3,0,59,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-18,-2,"Klay Thompson",36
"1082","1082","1082","Golden State Warriors","11/25/16","2016",1,4,31,"shot_yes","Running Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,"Klay Thompson",8
"1083","1083","1083","Golden State Warriors","2/11/17","2016",4,3,24,"shot_yes","Running Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,"Klay Thompson",45
"1084","1084","1084","Golden State Warriors","12/15/16","2016",1,0,13,"shot_yes","Running Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,"Klay Thompson",12
"1085","1085","1085","Golden State Warriors","3/31/17","2016",3,10,38,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",2,"Houston Rockets",15,18,"Klay Thompson",26
"1086","1086","1086","Golden State Warriors","3/5/17","2016",2,2,1,"shot_no","Running Jump Shot","2PT Field Goal",4,"New York Knicks",46,2,"Klay Thompson",22
"1087","1087","1087","Golden State Warriors","1/22/17","2016",3,9,4,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Orlando Magic",181,175,"Klay Thompson",27
"1088","1088","1088","Golden State Warriors","11/26/16","2016",3,11,0,"shot_yes","Running Jump Shot","2PT Field Goal",15,"Minnesota Timberwolves",0,159,"Klay Thompson",25
"1089","1089","1089","Golden State Warriors","12/3/16","2016",3,5,28,"shot_yes","Running Jump Shot","3PT Field Goal",27,"Phoenix Suns",-199,183,"Klay Thompson",31
"1090","1090","1090","Golden State Warriors","3/26/17","2016",3,11,9,"shot_yes","Running Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",-197,43,"Klay Thompson",25
"1091","1091","1091","Golden State Warriors","1/22/17","2016",4,4,58,"shot_yes","Running Jump Shot","3PT Field Goal",26,"Orlando Magic",153,218,"Klay Thompson",44
"1092","1092","1092","Golden State Warriors","3/6/17","2016",4,9,39,"shot_no","Running Jump Shot","3PT Field Goal",25,"Atlanta Hawks",217,136,"Klay Thompson",39
"1093","1093","1093","Golden State Warriors","12/28/16","2016",1,3,58,"shot_yes","Running Jump Shot","2PT Field Goal",15,"Toronto Raptors",150,21,"Klay Thompson",9
